Primary Key,Order No,Order Date,Manufacturer,Product Category,Model Year,Serial Number,Complaint,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Complaint_Clean,Correction_Clean,Order No,Part Manufacturer,Part Description,Revenue,Actual Hours,Cost,Cost_Per_Hour,Year,Month
SO0059080-2,SO0059080,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,"Not Increasing - Fan, Oil Leak - Valve","Fitting - Installed, Line - Installed, O Ring - Replaced",install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059080,PASE,ELBOW  45,5.5499,12.889700000000001,3.1,0.23865062318606278,2023,9
SO0059090-1,SO0059090,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,"Not Hitting - No Component Mentioned, Hunting - No Component Mentioned, Over Hitting - No Component Mentioned, Rate Issue - No Component Mentioned","Valve - Replaced, Coil - Replaced",install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059090,PASE,VALVE  CHECK,0.0,12.889700000000001,0.0,0.0,2023,9
SO0059090-2,SO0059090,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059090,PASE,FITTING,13.1,12.889700000000001,8.4199,0.6481981877949452,2023,9
SO0059090-4,SO0059090,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Not Mentioned - Not Mentioned,Float Tire - Installed,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059090,PASE,VALVE,46.5,12.889700000000001,28.41,2.1871174853922724,2023,9
SO0059090-8,SO0059090,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Not Mentioned - Auto Greaser,No Component Mentioned - No Component Mentioned,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059090,PASE,GASKET,0.9799,12.889700000000001,0.64,0.04926980607712264,2023,9
SO0059098-1,SO0059098,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Oil Leak - No Component Mentioned,"O Ring - Replaced, No Component Mentioned - Cleaned",install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059098,LEFLAND,wilger flush valve,73.7,12.889700000000001,44.2199,3.404227965233993,2023,9
SO0059098-3,SO0059098,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,install Boom Recirculate system. Part of New machine sold. Operator wanted machine. He said we could install later.,Installiertes System. Wasser in die Maschine geben. Zum Testen funktionierte es ohne Undichtigkeiten. Ben hat es aufgeschlossen.,SO0059098,PK SYSTEMS,1/4 PIPE CL/NIP,8.4,12.889700000000001,6.58,0.5065551937304171,2023,9
SO0059098-4,SO0059098,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",Low - Coolant,No Component Mentioned - Added,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",SO0059098,PASE,PAD,163.36,9.1898,149.88,16.133824194277594,2023,9
SO0059106-1,SO0059106,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",Not Mentioned - Driveshaft,"Drive Shaft Boot - Removed, Drive Shaft Boot - Installed, Drive Shaft Boot - Greased",Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",SO0059106,PASE,BRACKET,136.3499,9.1898,125.1,13.466382484014726,2023,9
SO0059121-1,SO0059121,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",Not Mentioned - Battery,Battery Cable - Replaced,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",SO0059121,PASE,BRACKET,161.46,9.1898,148.14,15.946521991862042,2023,9
SO0059121-2,SO0059121,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",Not Mentioned - Not Mentioned,"Boom Harness - Installed, Hydraulic Valve Block - Swapped, Rear Mast Spray - Reassembled",Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",SO0059121,PASE,BOLT,5.32,9.1898,4.8799,0.5252965618204913,2023,9
SO0059121-4,SO0059121,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.","Leak - Boom, Damaged - Handrail","Recirculation System - Tested, Boom - Cleaned, Hand Rail - Painted, Hand Rail - Filled",Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",SO0059121,PASE,SCREW,10.92,9.1898,9.96,1.0721436414131629,2023,9
SO0059121-5,SO0059121,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",Not Mentioned - Not Mentioned,"Valve - Installed, Electrical Valve - Mounted, Manual Shutoff - Mounted, Recirculation System - Installed",Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",SO0059121,PASE,WASHER,21.48,9.1898,19.68,2.1184524962862494,2023,9
SO0059121-6,SO0059121,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.","Not Installed - Light, Not Installed - Light","Light - Installed, Sight Gauge Light - Installed",Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",SO0059121,PASE,BUMPER,92.62,9.1898,84.98,9.14766733406532,2023,9
SO0059125-1,SO0059125,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,Boom cradle's on both booms bent and cracked. There are pictures.,"Beide äußeren Gestängeklappgestelle mit neuen Polstern und Schrauben montiert.  Ich habe andere Leute dazu gebracht, sich die Wiegenposition anzusehen. Wir konnten uns nicht vorstellen, dass es anders installiert werden könnte. Ich glaube nicht, dass es genug Unterstützung gibt.  Kontaktaufnahme mit dem Vertreter.",SO0059125,PASE,BRACKET,25.3799,9.1898,23.28,2.505974294387393,2023,9
SO0059125-2,SO0059125,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.",Not Mentioned - Not Mentioned,"Legacy Cradle - Installed, Air Cylinder - Swapped, Left Boom - Installed, Valve Block - Installed",Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.",SO0059125,PASE,FITTING,4.5899,5.62,4.21,0.736013986013986,2023,9
SO0059150-1,SO0059150,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.","Out of Range - Sensor, Not Mentioned - XRT, Locked - Boom","XRT System - Recalibrated, Sensor - Recalibrated, Boom Cradle Lock Pin - Changed",Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.",SO0059150,PASE,GASKET,2.73,5.62,2.1201,0.37064685314685314,2023,9
SO0059151-3,SO0059151,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.",Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.",SO0059151,PASE,CLAMP,7.69,5.62,7.0501,1.232534965034965,2023,9
SO0059159-1,SO0059159,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.",Dirty - Machine,"Window - Cleaned, Air Hose - Added, Air Fitting - Added, Fire Extinguisher - Added, First Aid Kit - Added",Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.",SO0059159,PASE,PLUG,5.46,5.62,5.0,0.8741258741258742,2023,9
SO0059169-1,SO0059169,2023-09-25,PASEIH,SPRAYS,2023,YPT056732,Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.","Noise - Differential, Not Moved - Unit","Final Drive Assembly - Removed, Axle Shaft - Removed, No Component Mentioned - Installed, Rear Differential Housing - Cleaned",Missing parts to hook up air line. Operator wanted machine. He said we could install later.GREASE.After installing parts on test it caused RECULATION plumbing to leak. Pressure regulator on order. To drop air pressure  to 55 PSI. AS told to me on a assist,"Fehlende Teile einbauen. Ich habe das Boom-Umwälzsystem ohne Lecks betrieben.  Als ich dann das Luftspülsystem testete, waren drei davon undicht. Luft bläst aus dem Anschluss.  Installierter Druckregler, um den Luftdruck auf 55 psi zu senken. Das System funktioniert ohne Probleme.",SO0059169,PASE,FITTING,5.57,5.62,5.11,0.8933566433566434,2023,9
